session,root,project,start_utc,end_utc,duration_h,boundaries,boundaries_per_hour,max_boundaries_per_60min
e3979078,.claude,cbd6a564501d,2026-08-21T20:37:29.568Z,2026-08-21T22:28:29.418Z,1.85,4,2.162,3
6b32b288,.claude,59d3b5bc76fa,2026-08-30T03:04:56.084Z,2026-08-30T05:31:13.659Z,2.438,4,1.641,2
d699e3e5,.claude,3af77646db40,2026-09-01T18:11:20.153Z,2026-09-01T22:53:32.858Z,4.704,4,0.85,4
33332d07,.claude,59d3b5bc76fa,2026-09-01T17:04:15.990Z,2026-09-01T21:06:03.691Z,4.03,4,0.993,3
b0eefcc0,.claude1,6878634ccb46,2026-08-28T14:53:23.987Z,2026-08-28T16:07:26.938Z,1.234,4,3.241,4
eaeddeed,.claude,21b9783bbea0,2026-08-26T04:19:16.927Z,2026-08-26T05:43:11.051Z,1.398,4,2.86,4
e83cbf9b,.claude,59d3b5bc76fa,2026-08-31T00:01:21.785Z,2026-08-31T02:36:40.681Z,2.589,4,1.545,4
5dbd3fae,.claude,00894aa8444e,2026-08-21T16:35:13.945Z,2026-08-21T18:49:08.343Z,2.232,4,1.792,3
988f3d0f,.claude,59d3b5bc76fa,2026-08-22T01:27:55.461Z,2026-08-22T03:31:08.254Z,2.054,4,1.948,3
6a8df429,.claude,59d3b5bc76fa,2026-08-26T09:58:43.334Z,2026-08-26T14:59:51.948Z,5.019,4,0.797,4
63c7a40e,.claude,ded12753d6fa,2026-08-25T02:54:37.817Z,2026-08-25T16:55:38.683Z,14.017,4,0.285,3
636b9a47,.claude,3c5b83e57fb6,2026-08-21T21:20:17.783Z,2026-08-21T22:35:02.283Z,1.246,4,3.211,3
22eecd79,.claude,78cbf13302aa,2026-08-30T20:58:01.235Z,2026-08-31T02:36:41.800Z,5.645,4,0.709,4
36508bd6,.claude,0cf107f92c6d,2026-08-21T21:32:27.182Z,2026-08-21T22:38:39.584Z,1.103,4,3.625,4
a69fd6a8,.claude,a9087213520e,2026-08-26T05:41:08.682Z,2026-08-26T14:59:51.427Z,9.312,4,0.43,4
592376a2,.claude,cf05c8e17c0d,2026-08-27T00:51:23.000Z,2026-08-27T04:06:37.195Z,3.254,4,1.229,3
4b5fd6f9,.claude,8b0aa8337bb6,2026-08-25T22:33:34.279Z,2026-08-31T03:18:22.952Z,124.747,3,0.024,2
84395d88,.claude,59d3b5bc76fa,2026-09-14T20:27:21.017Z,2026-09-14T23:12:20.899Z,2.75,3,1.091,2
a2ed2776,.claude,59ff5f6a7d90,2026-09-05T23:17:53.061Z,2026-09-06T00:34:32.868Z,1.278,3,2.348,3
7c4cef34,.claude,0c1490d1f0b4,2026-09-06T14:08:23.716Z,2026-09-06T16:12:00.218Z,2.06,3,1.456,3
431d4797,.claude,5d330dd42e1a,2026-09-11T20:23:35.919Z,2026-09-14T19:54:25.388Z,71.514,3,0.042,3
34860412,.claude,6820d9dca614,2026-09-14T20:24:23.276Z,2026-09-14T20:44:00.124Z,0.327,3,9.177,3
a2c1972d,.claude,91bdf7ef6377,2026-09-08T17:22:18.947Z,2026-09-09T00:38:31.057Z,7.27,3,0.413,2
14417b23,.claude,59d3b5bc76fa,2026-09-04T20:32:09.503Z,2026-09-04T23:24:28.677Z,2.872,3,1.045,2
229115d6,.claude1,40ab8d278ee1,2026-09-04T18:05:43.059Z,2026-09-04T19:40:44.182Z,1.584,3,1.894,3
3e67db55,.claude1,b97894aeea15,2026-08-30T20:40:42.888Z,2026-08-30T22:26:04.137Z,1.756,3,1.709,2
8e51e688,.claude,a37f7e62110c,2026-08-30T01:30:05.887Z,2026-08-30T02:51:11.592Z,1.352,3,2.22,3
0670449d,.claude1,42fc297d89a2,2026-09-04T20:24:12.452Z,2026-09-04T23:08:08.941Z,2.732,3,1.098,2
6cc82bda,.claude,4041555439a0,2026-09-02T01:23:59.732Z,2026-09-02T04:06:43.838Z,2.712,3,1.106,2
39cb9361,.claude,05cbbfa710a1,2026-09-02T01:19:49.555Z,2026-09-02T16:25:15.329Z,15.09,3,0.199,2
d10a47a3,.claude,00894aa8444e,2026-08-20T14:48:46.064Z,2026-08-20T16:24:20.219Z,1.593,3,1.883,3
567ffc0c,.claude1,6878634ccb46,2026-08-28T10:46:24.803Z,2026-08-28T12:00:55.294Z,1.242,3,2.416,3
3884bcf6,.claude1,521d57357fe3,2026-09-01T14:09:04.643Z,2026-09-01T22:34:08.311Z,8.418,3,0.356,2
0dd7369e,.claude,59d3b5bc76fa,2026-08-25T23:00:45.794Z,2026-08-26T19:10:16.458Z,20.159,3,0.149,2
ea303dec,.claude,3c5b83e57fb6,2026-08-21T23:53:21.856Z,2026-08-22T01:54:49.833Z,2.024,3,1.482,2
b6c9f46d,.claude,cf05c8e17c0d,2026-08-27T20:39:24.426Z,2026-08-28T01:26:49.477Z,4.79,3,0.626,2
ed13f9be,.claude,0aa75aebe3a2,2026-08-21T09:01:01.272Z,2026-08-21T10:10:04.459Z,1.151,3,2.607,3
82559029,.claude,da4c1e271e3f,2026-08-28T19:43:04.513Z,2026-08-28T21:28:56.253Z,1.764,3,1.7,3
8afea816,.claude,6defc4e9edf1,2026-09-01T19:55:05.384Z,2026-09-01T22:53:32.902Z,2.974,3,1.009,3
81f49604,.claude,59d3b5bc76fa,2026-09-01T15:29:28.283Z,2026-09-01T22:53:34.004Z,7.402,3,0.405,2
f50d4acb,.claude,59d3b5bc76fa,2026-08-31T18:14:01.262Z,2026-09-01T03:19:39.965Z,9.094,3,0.33,2
b3142739,.claude,00894aa8444e,2026-08-21T21:12:50.371Z,2026-08-22T00:43:21.055Z,3.509,3,0.855,3
c4d2a3ca,.claude,da4c1e271e3f,2026-08-29T00:31:19.077Z,2026-08-29T01:52:16.924Z,1.349,3,2.223,3
0e75dc70,.claude1,6878634ccb46,2026-08-28T23:29:39.979Z,2026-08-29T00:28:08.393Z,0.975,3,3.078,3
a72121ca,.claude,828f4a8f5e06,2026-08-21T20:13:44.004Z,2026-08-21T21:47:07.264Z,1.556,3,1.927,3
dbe0cb56,.claude1,734de31acd1f,2026-08-29T16:05:31.439Z,2026-08-29T17:39:57.155Z,1.574,3,1.906,2
8682558e,.claude,828f4a8f5e06,2026-08-21T20:37:08.407Z,2026-08-21T21:47:00.712Z,1.165,3,2.576,3
62375824,.claude,59d3b5bc76fa,2026-08-27T15:19:09.792Z,2026-08-27T16:05:29.964Z,0.772,3,3.885,3
dd5378c1,.claude,59d3b5bc76fa,2026-08-22T16:49:23.339Z,2026-08-22T18:08:16.719Z,1.315,3,2.282,3
72b47abf,.claude,59d3b5bc76fa,2026-08-28T22:36:24.557Z,2026-08-29T01:24:09.273Z,2.796,3,1.073,3
7383b0ba,.claude,b8b6ef45a3c1,2026-08-25T21:32:21.153Z,2026-08-25T21:55:42.996Z,0.389,3,7.704,3
61c06f73,.claude,da4c1e271e3f,2026-08-29T03:20:39.549Z,2026-08-29T16:10:31.136Z,12.831,3,0.234,3
c66252c7,.claude,59d3b5bc76fa,2026-08-24T02:06:56.016Z,2026-08-24T04:34:38.281Z,2.462,3,1.219,2
861e2cf4,.claude,59d3b5bc76fa,2026-09-02T19:56:19.458Z,2026-09-03T01:24:03.525Z,5.462,3,0.549,3
09022216,.claude,59d3b5bc76fa,2026-08-23T07:48:23.353Z,2026-08-23T08:45:27.009Z,0.951,3,3.155,3
7ab9e45e,.claude,59d3b5bc76fa,2026-08-25T01:47:33.119Z,2026-08-25T16:59:16.932Z,15.196,3,0.197,3
273150c2,.claude,59d3b5bc76fa,2026-08-22T17:10:20.956Z,2026-08-22T18:09:27.940Z,0.985,3,3.045,3
4f390259,.claude,59d3b5bc76fa,2026-08-26T21:35:56.389Z,2026-08-26T23:25:19.358Z,1.823,3,1.646,2
fb9bade3,.claude,1fcbf4a1fd97,2026-08-20T16:13:54.512Z,2026-08-20T17:08:02.843Z,0.902,3,3.325,3
0754395d,.claude,59d3b5bc76fa,2026-08-27T02:04:19.789Z,2026-08-27T14:26:33.697Z,12.371,3,0.243,2
f7d7f6f5,.claude,59d3b5bc76fa,2026-08-27T14:20:50.549Z,2026-08-27T15:20:39.853Z,0.997,3,3.009,3
593fd96d,.claude,59d3b5bc76fa,2026-08-26T22:43:32.872Z,2026-08-27T01:01:05.679Z,2.292,3,1.309,3
89b1d9b6,.claude,da4c1e271e3f,2026-08-28T21:29:06.982Z,2026-08-28T22:16:33.256Z,0.791,3,3.794,3
ff064571,.claude,a63e575cd2e2,2026-08-26T08:30:09.089Z,2026-08-26T14:59:51.463Z,6.495,3,0.462,3
e21953c2,.claude,59d3b5bc76fa,2026-08-26T20:20:11.609Z,2026-08-26T21:33:09.198Z,1.216,2,1.645,2
0c64967a,.claude1,29cd3ddd534c,2026-09-11T15:51:27.297Z,2026-09-11T18:36:08.027Z,2.745,2,0.729,1
935f345d,.claude,db9da6c64207,2026-09-11T20:23:35.239Z,2026-09-14T20:20:56.663Z,71.956,2,0.028,2
1fce8d04,.claude,60df9e7541d7,2026-09-02T01:24:53.099Z,2026-09-02T02:43:02.758Z,1.303,2,1.535,2
7850b075,.claude,59d3b5bc76fa,2026-09-06T14:08:22.736Z,2026-09-06T16:35:48.430Z,2.457,2,0.814,2
8464e0dd,.claude,59d3b5bc76fa,2026-09-11T14:19:10.682Z,2026-09-11T20:19:12.863Z,6.001,2,0.333,2
412aa5ea,.claude,6eba05568c7e,2026-09-10T23:04:17.260Z,2026-09-10T23:50:25.952Z,0.769,2,2.601,2
c90d542d,.claude,59d3b5bc76fa,2026-08-20T14:38:45.080Z,2026-08-20T15:18:23.990Z,0.661,2,3.027,2
dd2df2a0,.claude1,89c31e5d389e,2026-09-08T02:50:58.871Z,2026-09-10T00:37:39.496Z,45.778,2,0.044,1
1782d410,.claude,a03124262d59,2026-09-11T14:15:53.490Z,2026-09-11T15:33:27.381Z,1.293,2,1.547,1
7dd2dac1,.claude1,4325371bc701,2026-09-02T19:43:42.561Z,2026-09-02T22:11:04.145Z,2.456,2,0.814,2
201694bf,.claude1,6878634ccb46,2026-08-28T07:36:11.723Z,2026-08-28T08:37:05.384Z,1.015,2,1.971,2
1644ad3c,.claude,59d3b5bc76fa,2026-08-19T13:32:39.502Z,2026-08-19T19:37:42.519Z,6.084,2,0.329,1
4085c4f4,.claude,682aca988579,2026-08-28T21:06:57.410Z,2026-08-29T01:15:41.141Z,4.145,2,0.482,2
2f7c38c0,.claude1,734de31acd1f,2026-08-28T09:28:08.599Z,2026-08-28T10:18:53.636Z,0.846,2,2.365,2
cacea6ba,.claude,59d3b5bc76fa,2026-08-30T20:31:32.705Z,2026-08-31T02:36:41.543Z,6.086,2,0.329,2
8b57cd9f,.claude1,6878634ccb46,2026-08-28T13:59:55.209Z,2026-08-28T14:53:24.812Z,0.892,2,2.243,2
68c4b945,.claude,00c28aff9d3e,2026-08-25T15:51:21.652Z,2026-08-25T16:36:51.004Z,0.758,2,2.638,2
82ecdc9b,.claude1,6878634ccb46,2026-08-27T19:52:11.293Z,2026-08-27T20:28:56.543Z,0.613,2,3.265,2
e9fbe764,.claude1,6878634ccb46,2026-08-27T17:47:55.253Z,2026-08-27T18:26:20.526Z,0.64,2,3.123,2
1128d30a,.claude1,d4a4e9b09e47,2026-08-28T15:37:16.468Z,2026-08-28T17:07:29.418Z,1.504,2,1.33,2
252892a0,.claude1,6878634ccb46,2026-08-28T01:28:28.232Z,2026-08-28T02:26:50.407Z,0.973,2,2.056,2
c3ec978b,.claude,f59c34ff634f,2026-08-25T22:58:35.956Z,2026-08-25T23:22:07.842Z,0.392,2,5.1,2
4a700b45,.claude1,52be82a12d0b,2026-08-31T18:16:09.028Z,2026-08-31T18:54:43.464Z,0.643,2,3.111,2
2ff3e674,.claude,b8b6ef45a3c1,2026-08-25T22:04:57.664Z,2026-08-25T22:26:11.470Z,0.354,2,5.652,2
511e0e96,.claude,4657980fde23,2026-08-28T20:44:07.873Z,2026-08-29T00:52:39.504Z,4.142,2,0.483,2
7c6dcec6,.claude,00894aa8444e,2026-08-22T17:27:03.904Z,2026-08-22T18:09:42.850Z,0.711,2,2.814,2
2b9a9ca6,.claude,59d3b5bc76fa,2026-08-24T16:14:02.214Z,2026-08-25T02:41:41.494Z,10.461,2,0.191,2
e8ae5f67,.claude,59d3b5bc76fa,2026-08-28T21:19:50.480Z,2026-08-29T00:52:39.532Z,3.547,2,0.564,2
ee1797e8,.claude,00894aa8444e,2026-08-20T15:46:39.513Z,2026-08-20T16:33:04.264Z,0.774,2,2.586,2
1e4006ed,.claude,59d3b5bc76fa,2026-08-16T21:06:20.146Z,2026-08-17T22:35:33.051Z,25.487,2,0.078,1
401bb614,.claude,59d3b5bc76fa,2026-08-29T02:56:21.668Z,2026-08-30T02:22:12.115Z,23.431,2,0.085,1
f39703a8,.claude,51e028bfc1e8,2026-08-22T02:07:33.070Z,2026-08-22T03:21:34.792Z,1.234,2,1.621,2
5dcf6d54,.claude1,6878634ccb46,2026-08-27T20:27:37.456Z,2026-08-27T20:59:13.383Z,0.527,2,3.798,2
badc153d,.claude,54ca74b41d6f,2026-08-30T21:48:53.863Z,2026-08-31T01:22:32.130Z,3.561,2,0.562,1
2419f509,.claude,b8b6ef45a3c1,2026-08-25T21:57:38.741Z,2026-08-25T22:48:24.414Z,0.846,2,2.364,2
7664ea1d,.claude,61d60162670e,2026-09-02T21:20:21.931Z,2026-09-03T01:24:09.996Z,4.063,2,0.492,2
dead12ad,.claude,0aa75aebe3a2,2026-08-23T08:01:18.555Z,2026-08-23T08:55:07.804Z,0.897,2,2.23,2
011cfb1c,.claude,59d3b5bc76fa,2026-08-22T16:27:29.067Z,2026-08-22T17:36:41.609Z,1.153,2,1.734,2
dc905e3a,.claude,7fdeb0d44640,2026-08-29T01:08:15.512Z,2026-08-29T01:59:08.505Z,0.848,2,2.358,2
d3e68a9b,.claude,59d3b5bc76fa,2026-08-30T22:58:34.500Z,2026-08-31T02:36:41.150Z,3.635,2,0.55,1
38363905,.claude,59d3b5bc76fa,2026-08-23T12:58:07.199Z,2026-08-23T13:37:55.059Z,0.663,2,3.015,2
d4b2908b,.claude1,734de31acd1f,2026-08-28T16:42:00.963Z,2026-08-28T17:20:14.039Z,0.637,2,3.14,2
8195f4e4,.claude,00894aa8444e,2026-08-23T02:49:37.096Z,2026-08-23T03:23:52.635Z,0.571,2,3.503,2
a1e24b9a,.claude,59d3b5bc76fa,2026-08-23T21:34:41.424Z,2026-08-23T22:28:12.686Z,0.892,2,2.242,2
d23650b9,.claude,59d3b5bc76fa,2026-09-03T16:04:22.743Z,2026-09-03T16:51:51.687Z,0.791,2,2.527,2
33f04e7b,.claude,59d3b5bc76fa,2026-08-24T04:33:02.871Z,2026-08-24T06:29:50.040Z,1.946,2,1.028,2
ea27559a,.claude,59d3b5bc76fa,2026-08-26T17:15:49.662Z,2026-08-26T18:16:47.936Z,1.016,2,1.968,2
32d76033,.claude,0aa75aebe3a2,2026-08-21T16:23:30.441Z,2026-08-21T17:54:23.891Z,1.515,2,1.32,2
cb30bfc0,.claude,da4c1e271e3f,2026-08-30T03:22:58.564Z,2026-08-30T17:52:32.036Z,14.493,2,0.138,2
c17c007c,.claude1,6878634ccb46,2026-08-28T23:01:09.562Z,2026-08-28T23:32:34.460Z,0.524,2,3.82,2
ca1b85ae,.claude,59d3b5bc76fa,2026-08-27T03:54:05.659Z,2026-08-27T05:23:06.050Z,1.483,2,1.348,2
5e835771,.claude,59d3b5bc76fa,2026-08-30T13:56:45.633Z,2026-08-30T16:35:12.388Z,2.641,2,0.757,1
44a8c703,.claude,59d3b5bc76fa,2026-08-26T14:05:29.389Z,2026-08-26T15:13:10.642Z,1.128,2,1.773,2
856f3d2e,.claude1,6878634ccb46,2026-08-27T23:33:41.422Z,2026-08-28T00:56:25.791Z,1.379,2,1.45,2
4dbf8ef2,.claude,828f4a8f5e06,2026-08-21T17:18:12.302Z,2026-08-21T20:02:20.550Z,2.736,2,0.731,1
797db552,.claude1,6878634ccb46,2026-08-29T03:19:24.746Z,2026-08-29T15:35:10.786Z,12.263,2,0.163,2
dbf30db0,.claude,4d76293c56f8,2026-08-26T18:00:49.821Z,2026-08-26T18:17:23.692Z,0.276,2,7.244,2
c38e9935,.claude,59d3b5bc76fa,2026-08-23T22:18:14.297Z,2026-08-23T23:21:35.430Z,1.056,2,1.894,2
cf48c451,.claude,59d3b5bc76fa,2026-08-24T00:47:22.593Z,2026-08-24T02:12:05.784Z,1.412,2,1.416,2
3189507c,.claude,f59c34ff634f,2026-08-25T23:36:52.821Z,2026-08-25T23:51:27.921Z,0.243,2,8.228,2
34a875d8,.claude,59d3b5bc76fa,2026-08-23T02:49:16.685Z,2026-08-23T03:24:12.800Z,0.582,2,3.435,2
31f105fe,.claude,59d3b5bc76fa,2026-08-22T15:11:09.651Z,2026-08-22T15:36:08.958Z,0.416,2,4.802,2
239b5760,.claude1,29cd3ddd534c,2026-09-02T15:38:15.821Z,2026-09-02T16:54:23.052Z,1.269,2,1.576,2
080f70df,.claude,59d3b5bc76fa,2026-08-31T02:27:38.343Z,2026-08-31T17:29:29.696Z,15.031,2,0.133,1
9b685303,.claude,cbd6a564501d,2026-08-22T02:32:22.517Z,2026-08-22T03:40:46.287Z,1.14,2,1.754,2
195c569a,.claude,59d3b5bc76fa,2026-08-22T02:25:24.987Z,2026-08-22T15:28:02.794Z,13.044,2,0.153,1
af35af33,.claude,828f4a8f5e06,2026-08-21T12:14:50.789Z,2026-08-21T15:35:38.394Z,3.347,2,0.598,1
82af1545,.claude,0aa75aebe3a2,2026-08-23T02:49:35.570Z,2026-08-23T03:23:57.578Z,0.573,2,3.492,2
d09a1d68,.claude,00894aa8444e,2026-08-20T16:28:44.062Z,2026-08-20T17:04:57.579Z,0.604,2,3.313,2
90d5b86b,.claude,3c5b83e57fb6,2026-08-21T16:24:08.513Z,2026-08-21T17:20:24.589Z,0.938,2,2.133,2
da37c3cf,.claude,59d3b5bc76fa,2026-08-21T23:37:00.522Z,2026-08-22T00:10:51.759Z,0.564,2,3.545,2
dbfdec4a,.claude,59d3b5bc76fa,2026-08-22T02:36:14.142Z,2026-08-23T16:16:04.438Z,37.664,2,0.053,1
425720cf,.claude,59d3b5bc76fa,2026-08-30T22:14:37.449Z,2026-08-31T02:36:41.295Z,4.368,2,0.458,1
0f000a02,.claude,59d3b5bc76fa,2026-08-22T01:06:13.715Z,2026-08-22T01:46:28.016Z,0.671,2,2.982,2
8dc7a24f,.claude,51e028bfc1e8,2026-08-22T02:42:20.592Z,2026-08-22T03:33:50.319Z,0.858,2,2.33,2
3b21e0a8,.claude,59d3b5bc76fa,2026-08-21T21:02:01.278Z,2026-08-21T22:16:24.813Z,1.24,2,1.613,2
269499f4,.claude,59d3b5bc76fa,2026-08-22T16:24:47.004Z,2026-08-22T17:04:59.255Z,0.67,2,2.985,2
7aa2c0c3,.claude,59d3b5bc76fa,2026-08-26T18:42:15.865Z,2026-08-26T19:39:28.151Z,0.953,2,2.098,2
95861c6e,.claude,59d3b5bc76fa,2026-08-23T21:55:13.732Z,2026-08-23T22:37:54.303Z,0.711,2,2.812,2
4c1f0616,.claude,cf05c8e17c0d,2026-08-27T20:09:27.953Z,2026-08-27T20:34:00.496Z,0.409,2,4.89,2
138b624b,.claude,59d3b5bc76fa,2026-08-26T16:16:16.444Z,2026-08-26T16:38:38.699Z,0.373,2,5.364,2
4ba37337,.claude,39aad9b99d36,2026-09-02T20:42:04.227Z,2026-09-03T02:56:10.906Z,6.235,2,0.321,1
da98fc6e,.claude,b8f3eb5e9a0e,2026-08-26T16:32:21.073Z,2026-08-26T16:57:14.684Z,0.415,1,2.41,1
64084e2a,.claude,4d76293c56f8,2026-08-26T18:18:09.348Z,2026-08-26T18:40:15.619Z,0.368,1,2.714,1
25ee4f5f,.claude,65de30675d3b,2026-08-30T17:25:19.919Z,2026-08-30T17:55:19.120Z,0.5,1,2.001,1
66bd8a4a,.claude1,930bd1c0cc9a,2026-09-09T22:45:19.925Z,2026-09-10T01:06:38.562Z,2.355,1,0.425,1
9f395071,.claude,f59c34ff634f,2026-08-25T23:51:31.414Z,2026-08-26T00:14:43.630Z,0.387,1,2.586,1
cf16bd61,.claude,59d3b5bc76fa,2026-09-10T21:47:08.138Z,2026-09-10T22:33:04.439Z,0.766,1,1.306,1
33709ecc,.claude,59d3b5bc76fa,2026-09-13T20:35:50.348Z,2026-09-14T20:08:05.805Z,23.538,1,0.042,1
86886b64,.claude,59d3b5bc76fa,2026-09-11T20:58:36.311Z,2026-09-14T19:54:33.649Z,70.933,1,0.014,1
b916874f,.claude1,29cd3ddd534c,2026-09-14T21:31:59.180Z,2026-09-14T22:31:13.095Z,0.987,1,1.013,1
ed5f2ae7,.claude,6861cdbd6fc5,2026-09-11T15:48:13.554Z,2026-09-14T20:28:16.933Z,76.668,1,0.013,1
a8a56fc7,.claude,59d3b5bc76fa,2026-09-04T17:02:18.268Z,2026-09-04T18:25:05.965Z,1.38,1,0.725,1
662bf25e,.claude,59d3b5bc76fa,2026-08-18T22:00:46.049Z,2026-08-19T05:33:12.514Z,7.541,1,0.133,1
cdd95659,.claude,59d3b5bc76fa,2026-09-10T20:50:33.522Z,2026-09-10T22:07:57.458Z,1.29,1,0.775,1
cb5c30ed,.claude,59d3b5bc76fa,2026-08-19T16:10:11.483Z,2026-08-19T19:03:19.088Z,2.885,1,0.347,1
1dea9830,.claude,59d3b5bc76fa,2026-09-08T23:35:48.526Z,2026-09-09T00:26:38.865Z,0.847,1,1.18,1
cd9b40b1,.claude,59d3b5bc76fa,2026-09-14T20:03:36.147Z,2026-09-14T20:53:53.521Z,0.838,1,1.193,1
ab895dcb,.claude,077f8911f5b1,2026-09-03T01:37:10.954Z,2026-09-04T00:31:44.779Z,22.909,1,0.044,1
2cc886a1,.claude,abeec9704d72,2026-08-18T00:24:39.442Z,2026-08-18T19:22:42.359Z,18.967,1,0.053,1
1439fd18,.claude1,6878634ccb46,2026-08-27T18:46:32.157Z,2026-08-27T19:13:48.036Z,0.454,1,2.201,1
996823db,.claude,786c7cf3127d,2026-08-30T17:03:24.469Z,2026-08-30T19:16:53.435Z,2.225,1,0.449,1
8d8fbeb0,.claude,59d3b5bc76fa,2026-08-21T17:15:10.859Z,2026-08-21T19:55:34.607Z,2.673,1,0.374,1
7e11dce3,.claude,9657f71ef64b,2026-08-29T01:59:07.482Z,2026-08-29T02:26:58.755Z,0.464,1,2.154,1
86e7d709,.claude1,215562179ae0,2026-08-28T10:18:52.883Z,2026-08-28T10:51:27.843Z,0.543,1,1.841,1
85362e74,.claude,59d3b5bc76fa,2026-08-19T00:54:25.778Z,2026-08-19T02:32:03.361Z,1.627,1,0.615,1
da2b632c,.claude,59d3b5bc76fa,2026-08-18T22:38:21.050Z,2026-08-18T23:18:35.786Z,0.671,1,1.491,1
33bc8255,.claude,59d3b5bc76fa,2026-09-05T14:07:59.182Z,2026-09-06T14:23:02.494Z,24.251,1,0.041,1
bcf23398,.claude1,6878634ccb46,2026-08-28T00:10:09.484Z,2026-08-28T00:35:37.885Z,0.425,1,2.355,1
06f52e5a,.claude,0aa75aebe3a2,2026-08-21T06:48:26.166Z,2026-08-21T08:11:28.122Z,1.384,1,0.723,1
70654b81,.claude,da4c1e271e3f,2026-08-30T16:40:54.429Z,2026-08-30T17:49:07.344Z,1.137,1,0.88,1
de32a02a,.claude,b8f3eb5e9a0e,2026-08-26T16:14:52.970Z,2026-08-26T16:30:34.879Z,0.262,1,3.822,1
b02168a5,.claude,828f4a8f5e06,2026-08-21T23:53:54.669Z,2026-08-22T00:52:51.553Z,0.982,1,1.018,1
97dfd943,.claude,cbd6a564501d,2026-08-21T20:24:37.730Z,2026-08-21T21:42:00.613Z,1.29,1,0.775,1
29ea3e28,.claude,59d3b5bc76fa,2026-09-01T15:41:09.782Z,2026-09-01T22:53:32.802Z,7.206,1,0.139,1
40594466,.claude1,6878634ccb46,2026-08-30T02:56:32.976Z,2026-08-30T03:52:08.106Z,0.926,1,1.079,1
149bce18,.claude1,734de31acd1f,2026-08-28T20:50:51.130Z,2026-08-28T21:16:40.969Z,0.431,1,2.323,1
cd8d7a0a,.claude,828f4a8f5e06,2026-08-21T12:35:02.754Z,2026-08-21T13:08:23.470Z,0.556,1,1.799,1
de771d6d,.claude,59d3b5bc76fa,2026-08-30T01:41:29.524Z,2026-08-30T02:34:36.609Z,0.885,1,1.13,1
c4f418d5,.claude,79a7ceb56c8e,2026-08-21T11:53:46.974Z,2026-08-21T12:25:44.275Z,0.533,1,1.878,1
d18ce612,.claude,59d3b5bc76fa,2026-08-23T02:59:15.822Z,2026-08-23T16:37:29.905Z,13.637,1,0.073,1
59ab3f19,.claude,00894aa8444e,2026-08-21T20:57:45.536Z,2026-08-21T21:46:42.707Z,0.816,1,1.226,1
b626b282,.claude,59d3b5bc76fa,2026-08-21T21:28:48.905Z,2026-08-22T00:44:57.640Z,3.269,1,0.306,1
1dac31d5,.claude,828f4a8f5e06,2026-08-21T14:12:45.565Z,2026-08-21T14:44:16.313Z,0.525,1,1.904,1
beef4581,.claude,6cf6449c7790,2026-08-30T01:39:43.293Z,2026-08-30T01:54:03.988Z,0.239,1,4.183,1
7b21d024,.claude,00c28aff9d3e,2026-08-25T16:07:47.778Z,2026-08-25T16:20:46.948Z,0.216,1,4.62,1
165b7f91,.claude,7124b5b25317,2026-08-30T21:45:49.326Z,2026-08-31T02:36:41.185Z,4.848,1,0.206,1
c965026a,.claude,59d3b5bc76fa,2026-08-30T18:59:45.763Z,2026-08-30T21:49:01.380Z,2.821,1,0.354,1
a717b3a1,.claude,828f4a8f5e06,2026-08-21T13:47:17.377Z,2026-08-21T14:19:10.206Z,0.531,1,1.882,1
07b2b61a,.claude1,29cd3ddd534c,2026-08-26T17:52:19.873Z,2026-08-26T20:05:09.891Z,2.214,1,0.452,1
0df6a83c,.claude,0aa75aebe3a2,2026-08-21T08:27:29.377Z,2026-08-21T10:08:56.122Z,1.691,1,0.591,1
ec89bc1d,.claude,59d3b5bc76fa,2026-08-22T15:47:53.399Z,2026-08-22T16:31:14.615Z,0.723,1,1.384,1
8c5e789f,.claude,59d3b5bc76fa,2026-08-22T17:34:43.853Z,2026-08-22T18:09:55.394Z,0.587,1,1.705,1
69482642,.claude1,6878634ccb46,2026-08-27T19:33:12.508Z,2026-08-27T19:54:04.004Z,0.348,1,2.877,1
5c9bdea7,.claude,fd3b8661c9b1,2026-08-21T23:54:11.049Z,2026-08-22T00:53:17.563Z,0.985,1,1.015,1
472bc5cb,.claude,ab7533ef5bd5,2026-08-29T15:34:58.882Z,2026-08-29T15:44:21.433Z,0.156,1,6.399,1
badc95f5,.claude,ab7533ef5bd5,2026-08-29T03:11:37.743Z,2026-08-29T03:25:15.959Z,0.227,1,4.4,1
e638f0d3,.claude,59d3b5bc76fa,2026-08-23T18:04:26.067Z,2026-08-23T20:31:45.239Z,2.455,1,0.407,1
feeae9cb,.claude,8348b1c83285,2026-08-24T01:55:12.978Z,2026-08-24T02:26:57.797Z,0.529,1,1.89,1
53afe5aa,.claude,37218a64c2b4,2026-08-21T11:15:00.858Z,2026-08-21T12:00:13.978Z,0.754,1,1.327,1
3429b2df,.claude,59d3b5bc76fa,2026-08-23T22:36:20.730Z,2026-08-23T23:56:34.829Z,1.337,1,0.748,1
4c9d9001,.claude,6cf6449c7790,2026-08-30T03:22:08.656Z,2026-08-30T03:38:17.997Z,0.269,1,3.714,1
c46e18e6,.claude,59d3b5bc76fa,2026-08-21T22:19:30.594Z,2026-08-22T00:12:22.201Z,1.881,1,0.532,1
580172a9,.claude,a63e575cd2e2,2026-08-25T21:38:33.983Z,2026-08-26T02:59:52.885Z,5.355,1,0.187,1
